Pairwise_Similarity	Query	Target
0.98	6398	8693
1.0	6398	7592
0.97	6398	20615
0.98	6398	8699
0.99	6398	6423
1.0	6398	8806
0.97	6398	8680
0.96	11193	22110
0.94	11193	11756
0.95	11193	11874
0.95	7726	23397
0.99	8874	23254
0.98	8874	5912
0.94	8874	23863
0.87	567	17169
0.82	567	18685
0.79	567	14873
0.85	567	16818
0.85	567	22890
0.83	567	16281
0.77	567	23260
0.79	567	18688
0.82	567	15531
0.84	567	2831
0.97	3959	1066
0.95	3959	9929
0.71	3959	15344
0.96	3959	9927
1.0	3959	4556
0.79	5061	6688
0.94	15553	15274
0.7	775	11992
0.98	775	3869
0.96	775	8190
0.71	775	10630
0.96	775	14789
0.98	775	16477
0.97	775	11878
0.99	775	4040
0.96	23874	17939
0.99	23874	18015
0.75	23874	7272
0.98	4943	8145
0.88	2386	1152
0.8	2386	22
0.98	23809	16428
0.88	23809	9526
0.7	23809	13439
0.97	23809	12102
0.75	23809	4544
0.97	23809	4457
0.94	23809	9941
0.96	23809	20364
0.78	22437	8743
0.81	14795	8436
0.94	14795	16092
0.91	14795	4505
0.81	8471	10413
0.84	8471	21861
0.77	8471	9435
0.76	8471	2530
0.71	8471	5974
0.72	2375	303
0.77	2375	722
0.99	1161	847
0.96	1161	396
0.85	7550	6997
0.85	7550	10928
0.72	7550	4611
0.79	7550	10733
0.87	7550	9417
0.82	7550	7003
0.72	7550	7781
0.87	7550	15826
0.74	7550	5431
0.71	7550	19754
1.0	432	746
1.0	432	427
1.0	432	2442
1.0	432	2449
1.0	432	976
0.96	6634	7039
0.89	6634	18457
0.88	6634	18453
0.87	6634	16836
0.97	6634	7047
0.99	10821	17246
0.9	10821	8738
0.98	10821	19520
0.99	10821	19483
0.96	10821	4446
1.0	10821	22004
0.77	13441	9665
0.74	13441	17060
0.95	13441	5520
0.7	13441	2967
0.87	13441	5078
0.71	13441	23462
0.73	13441	21973
0.73	13441	1708
0.72	13441	1641
0.75	13441	20267
0.72	13441	19652
0.74	13441	1771
0.71	13441	3423
0.77	13441	19854
0.76	13441	7875
0.72	13441	5644
0.83	13441	18645
0.75	13441	6281
0.73	13441	1791
0.73	13441	10698
0.7	13441	3415
0.7	13441	9297
0.76	13441	5507
0.8	13441	21442
0.72	13441	355
0.74	13441	9691
0.79	13441	14733
0.89	13441	17186
0.77	13441	7957
0.76	13441	19729
0.87	19128	20915
0.98	19128	20378
1.0	19128	17020
0.97	19128	19094
0.95	19128	19522
0.7	18677	18676
0.83	15788	2513
0.87	15788	235
0.98	2833	2839
0.82	7734	4611
0.86	7734	7781
0.86	20411	20419
0.88	20411	20407
0.88	20411	20408
0.76	20411	20421
0.7	20411	1336
0.95	498	8472
0.99	498	4900
0.99	498	500
0.96	498	1131
0.99	498	499
0.98	498	2257
0.96	498	5763
0.98	498	18768
0.94	498	3037
0.98	498	18770
0.97	498	4951
0.98	498	10193
0.99	498	2754
0.98	498	1851
0.97	498	477
0.76	9019	20791
0.99	9019	16621
0.9	9019	20694
0.83	9019	7466
0.87	8651	6263
0.8	8651	17661
0.95	8651	8807
0.88	8651	23306
0.98	4195	16033
0.98	4195	6855
0.98	4195	4644
0.98	4195	23683
0.99	4195	4230
0.99	4195	4173
0.99	4195	4421
0.94	10032	4394
0.88	10032	3748
0.81	10032	11700
0.73	238	23393
0.84	238	1686
0.94	238	11760
0.7	238	2993
0.92	238	1170
0.94	238	2930
0.94	238	2905
0.96	238	1491
0.72	238	8643
0.83	238	10926
0.78	238	14258
0.78	238	13365
0.76	238	16682
0.84	238	1623
0.76	238	1550
0.73	238	10224
0.92	238	2917
0.95	238	15037
0.87	19222	19905
0.81	15220	18114
0.94	15220	15104
0.86	15220	13431
0.89	15220	17637
0.76	15220	16009
0.76	15220	18175
0.98	19249	19197
1.0	19249	19211
0.89	19249	19403
0.7	19249	20018
0.98	17752	17974
0.9	899	4667
0.97	763	13720
0.95	763	806
0.98	763	820
0.85	763	3310
0.87	2872	18684
0.96	2872	11501
0.97	2872	20307
0.91	2872	14149
0.97	2872	14786
0.7	2872	16577
0.74	2872	16575
0.93	2872	20308
0.94	2872	15062
0.84	2872	862
0.92	2872	22064
0.94	4752	1966
0.76	4752	1031
0.84	1962	8335
0.97	1962	549
0.95	1962	3180
0.88	1962	9948
0.97	1962	10776
0.96	1962	1909
0.94	1962	9949
0.75	1962	9836
0.97	1962	23509
0.97	1962	12192
0.95	1962	14925
0.93	1962	856
0.96	18008	16145
0.92	18008	16131
0.96	3317	3237
0.95	3317	23935
0.97	3317	18263
0.97	3317	3308
0.96	3317	3077
0.96	3317	3136
0.97	3317	1959
0.84	20538	21137
0.71	20538	20586
0.89	20538	20524
0.7	20538	6605
0.78	35	1941
0.78	4878	449
0.73	5926	8998
0.74	5926	2043
0.78	17301	10009
0.79	17301	20485
1.0	17301	18670
0.75	17301	7313
0.88	17301	3413
0.74	21738	16761
0.76	21738	18655
0.95	21738	11728
0.93	16377	16318
0.73	11320	10655
0.72	11320	10723
0.72	11320	10892
0.73	11320	13012
0.7	11320	5005
0.86	11320	7432
0.71	11320	8517
0.73	11320	10464
0.94	11320	15372
0.92	11320	7529
0.72	11320	10444
0.7	11320	4072
0.81	11320	8932
0.7	11320	21635
0.7	11320	10526
0.88	11320	22222
0.84	11320	659
0.73	11320	18584
0.7	11320	6324
0.75	11320	10812
0.72	11320	10332
0.71	11320	9939
0.79	11320	7779
0.72	11320	8465
0.78	781	4532
0.92	8282	9224
0.71	8282	8918
0.87	8282	3745
0.92	4366	4362
0.71	4366	8892
0.74	4366	4321
0.78	4366	9486
0.85	4366	4586
0.9	18416	16847
0.86	18416	18023
0.87	18416	16846
0.93	7816	8304
0.98	7816	6395
0.94	7816	3005
0.99	7816	7049
0.9	7816	3019
0.74	52	787
0.88	3377	4555
0.9	3377	16950
0.9	7578	15070
0.96	7578	6396
0.96	7578	7569
0.97	20833	2966
0.92	20833	9816
0.98	20833	2945
0.97	20833	2974
0.98	20833	2948
0.8	15910	12345
0.72	9327	264
0.91	9327	310
0.86	9327	446
0.86	9327	447
0.76	11966	8427
0.73	11966	5938
0.72	11966	7436
0.73	11966	11779
0.72	11966	1874
0.73	11966	5536
0.74	11966	6979
0.77	11966	12114
0.74	11966	17729
0.74	11966	8691
0.72	11966	23456
0.73	11966	11020
0.74	11966	17899
0.9	11966	15385
0.74	11966	8620
0.74	11966	12120
0.74	11966	1507
0.7	11966	9995
0.74	11966	5020
0.77	11966	21402
0.74	11966	9646
0.7	11966	10563
0.74	11966	1763
0.71	11966	14523
0.72	11966	7939
0.87	11966	5821
0.74	11966	23151
0.71	11966	13781
0.73	11966	11039
0.73	11966	1605
0.72	11966	21432
0.75	11966	8920
0.83	11966	6145
0.71	11966	12045
0.71	11966	11963
0.73	11966	21581
0.72	11966	8280
0.74	11966	14476
0.74	11966	9457
0.92	11966	16011
0.73	11966	21486
0.8	4362	8892
0.82	4362	4321
0.86	4362	9486
0.82	4362	4586
0.78	6851	8041
0.77	6851	6377
0.77	6851	6384
0.77	6851	9519
0.98	21639	10868
0.7	21639	16343
0.73	21639	23437
0.97	139	609
0.91	139	131
0.83	139	621
0.99	139	618
0.77	139	22079
0.78	139	6192
0.71	139	2072
0.77	139	630
1.0	6701	6226
0.75	16666	12250
0.71	15024	10043
0.7	15024	18582
0.72	15024	1664
0.73	15024	8224
0.7	15024	5344
0.75	15024	6009
0.71	15024	3724
0.73	15024	15078
0.74	15024	11176
0.73	15024	3600
0.73	15024	5121
0.74	15024	3727
0.74	15024	1539
0.75	15024	1037
0.71	15024	18769
0.71	15024	4126
0.72	10655	8785
0.76	10655	10723
0.98	10655	10892
0.72	10655	1063
0.72	10655	10476
0.71	10655	9772
0.74	10655	9337
0.74	10655	3437
0.74	10655	9445
0.72	10655	10787
0.71	10655	7448
0.8	10655	13012
0.71	10655	4106
0.75	10655	4015
0.72	10655	10555
0.75	10655	16005
0.75	10655	5005
0.83	10655	7432
0.77	10655	8517
0.71	10655	3737
0.75	10655	18641
0.99	10655	10464
0.74	10655	10373
0.78	10655	21411
0.71	10655	23752
0.7	10655	8510
0.74	10655	15372
0.71	10655	2522
0.7	10655	7529
0.73	10655	15137
0.7	10655	15200
0.99	10655	10444
0.71	10655	4072
0.71	10655	22382
0.75	10655	12074
0.7	10655	6337
0.74	10655	10653
0.75	10655	15328
0.86	10655	8932
0.7	10655	10325
0.7	10655	10368
0.75	10655	21635
0.75	10655	10526
0.72	10655	10637
0.73	10655	2162
0.86	10655	659
0.93	10655	18584
0.74	10655	6324
0.76	10655	10812
0.79	10655	6237
0.78	10655	10332
0.7	10655	8826
0.71	10655	10722
0.96	10655	9939
0.73	10655	9784
0.71	10655	11785
0.84	10655	7779
0.74	10655	9779
0.8	10655	8465
0.89	22924	12001
1.0	2578	14865
1.0	2578	193
0.99	2578	23106
0.92	2578	2583
0.9	18684	11501
0.86	18684	576
0.9	18684	20307
0.91	18684	14149
0.74	18684	583
0.89	18684	14786
0.78	18684	254
0.94	18684	20308
0.96	18684	15062
0.82	18684	577
0.89	18684	862
0.9	18684	22064
0.96	15488	15486
0.99	4747	21908
0.98	4747	3824
0.73	11556	10440
0.73	11556	21353
0.78	7442	19345
0.85	7442	19445
0.85	7442	1216
0.82	7442	19373
0.91	7442	19215
0.81	7442	10485
0.98	19197	19211
0.92	19197	19403
0.78	19197	20018
0.7	11257	17215
0.72	11257	7464
0.86	8427	7436
0.75	8427	5536
0.78	8427	8691
0.7	8427	15385
0.77	8427	8620
0.96	8427	12120
0.89	8427	9995
0.76	8427	5020
0.72	8427	17208
0.77	8427	14476
0.76	8427	9457
0.73	8427	16011
0.92	21595	22324
0.81	21595	10670
0.94	6997	10928
0.9	6997	10733
0.93	6997	9417
0.9	6997	7003
0.93	6997	15826
0.85	6997	5431
0.76	3214	112
0.7	3214	930
0.72	3214	2038
0.82	3214	3889
0.74	3214	5115
0.72	3214	5745
0.73	3214	114
0.8	3214	118
0.79	3214	107
0.96	17225	15419
0.94	17225	15428
0.75	15319	15451
0.93	7671	4619
0.99	7671	5873
0.93	7671	6488
0.9	7671	21793
0.97	14649	14284
0.94	22851	22850
0.94	22851	22847
0.94	22851	22849
0.94	8007	22759
0.97	7331	8482
0.97	7331	17543
0.91	7331	11371
0.96	7331	5870
0.97	12978	12875
0.73	12978	12647
0.96	1913	2058
0.94	1913	1145
0.88	1913	682
0.92	1913	22574
0.89	1913	785
0.88	4515	4437
0.99	6441	5814
0.87	20516	6326
0.73	8785	10892
0.7	8785	9337
0.7	8785	7432
0.72	8785	10464
0.72	8785	2522
0.72	8785	10444
0.77	8785	12074
0.71	8785	8643
0.7	8785	15328
0.72	8785	8932
0.71	8785	659
0.72	8785	9939
0.71	8785	7779
0.7	8785	8465
0.98	16033	6855
1.0	16033	4644
0.98	16033	23683
0.99	16033	4230
0.98	16033	4173
0.99	16033	4421
0.98	2281	2242
0.74	2281	10319
0.85	2281	16967
0.92	491	8118
0.94	491	8123
0.97	10916	5625
0.7	10916	8376
0.77	10916	15658
0.7	10916	23729
0.7	10916	9300
0.8	10916	8250
0.95	10916	13104
0.75	10916	14743
0.79	10916	15245
0.72	10916	17832
1.0	10916	8430
0.91	10916	14018
0.74	10916	17420
0.76	10916	8420
0.81	10916	11872
0.97	10916	8165
0.79	10882	303
0.76	10882	15631
0.71	10882	722
0.97	19316	2619
0.98	19316	2495
0.97	19316	19084
0.99	962	2960
0.99	962	534
0.73	17266	15437
0.86	17266	17259
0.92	4523	1193
1.0	4523	6658
0.87	4523	7761
0.83	4523	16920
0.95	4523	1188
0.92	4523	2810
0.72	17548	17533
0.98	12413	12409
0.82	13049	13103
0.72	13049	12655
0.83	13049	22439
0.94	13049	13055
0.73	8173	4942
0.98	934	2634
0.94	934	3320
0.93	934	2707
0.84	934	8070
0.94	934	3387
0.96	934	10252
0.94	934	448
0.97	934	3047
0.7	934	16429
0.9	934	15383
0.95	934	437
0.88	934	2573
0.72	934	16455
1.0	15697	15489
0.89	22177	12124
0.84	22177	20053
1.0	18459	22786
1.0	18459	3153
1.0	18459	12465
1.0	18459	12412
1.0	18459	13924
1.0	18459	2435
1.0	18459	3158
0.72	1930	614
0.86	9238	6250
0.83	9932	5773
0.71	9932	20888
0.72	9932	11036
0.72	9932	20901
0.72	9932	5454
0.7	9932	7900
0.7	9932	7006
0.7	9932	9833
0.73	9932	3731
0.71	9932	11865
0.82	9932	18593
0.89	9932	21875
0.76	9932	716
0.75	9932	2618
0.72	9932	16374
0.74	9932	6210
0.7	9932	5934
0.77	9932	12067
0.85	9932	6146
0.73	9932	6171
0.84	9932	12681
0.7	9932	7931
0.77	9932	6125
0.72	9932	6322
0.74	9932	6048
0.74	9932	6301
0.82	9932	11904
0.75	9932	6312
0.78	20413	23339
0.98	11406	21701
0.99	7163	7126
1.0	18242	18235
0.99	18242	18811
0.73	18242	15486
1.0	18242	18239
1.0	18242	18251
0.94	1533	14698
0.9	1533	14749
0.99	18476	3807
1.0	9253	15777
0.99	9253	15440
0.99	17048	23879
0.85	16428	9526
0.98	16428	12102
0.73	16428	4544
0.95	16428	4457
0.92	16428	9941
0.94	16428	20364
0.7	5773	20888
0.82	5773	11036
0.86	5773	20901
0.72	5773	18593
0.78	5773	21875
0.71	5773	16374
0.75	5773	6210
0.7	5773	5934
0.95	5773	6146
0.74	5773	6171
0.88	5773	12681
0.71	5773	6125
0.72	5773	6322
0.75	5773	6048
0.86	5773	6301
0.73	5773	11904
0.75	5773	6312
0.88	19401	220
0.73	19401	578
0.88	19401	239
0.94	19401	20031
0.8	19401	2253
0.89	19401	472
0.91	19401	2506
0.7	19401	17832
0.81	19401	17351
0.84	19401	223
0.71	19401	2252
0.99	19401	19377
0.95	7573	4671
0.83	7573	4203
0.98	7573	7563
0.7	20888	7900
0.72	20888	9833
0.7	20888	21875
0.77	20888	716
0.77	20888	2618
0.85	20888	6210
0.84	20888	5934
0.71	20888	12195
0.81	20888	6171
0.75	20888	12681
0.72	20888	7931
0.81	20888	6125
0.84	20888	6322
0.81	20888	6048
0.84	20888	6312
0.82	10318	16439
0.85	21175	14573
0.89	21175	21249
0.94	13650	15555
0.73	13135	13093
0.82	6591	9100
0.99	14951	8935
0.99	14951	7549
0.79	15503	22093
0.91	15503	15502
0.84	15503	17128
0.86	768	8448
0.93	16420	15760
0.86	22513	3610
0.82	22513	6565
0.87	22513	6499
0.78	605	9830
0.83	605	5092
0.85	605	11745
0.71	605	10356
0.83	605	2047
0.72	605	2308
0.86	605	16449
0.89	3412	321
0.9	3412	20926
0.89	20533	15016
0.98	11693	6440
0.98	11693	17389
0.99	11693	8829
0.72	19737	19712
1.0	10009	20485
0.79	10009	18670
0.96	10009	644
0.99	10009	7313
0.9	10009	3413
0.95	17907	17896
0.97	17907	16522
0.98	17907	23015
0.73	17436	19558
0.74	17436	19626
0.86	17436	4612
0.89	17436	9134
0.78	14513	12383
1.0	579	575
0.91	579	15495
0.92	579	11510
0.9	579	22288
0.99	579	5
0.98	579	3304
0.95	579	73
0.99	579	22460
0.97	579	3061
0.99	579	317
0.84	23247	17409
0.74	6929	12033
0.77	6929	10346
0.77	6929	12095
0.97	16279	15698
0.95	16279	17044
0.96	16279	17049
0.97	7495	7323
0.99	10533	11170
1.0	10533	22898
0.99	10533	14324
0.93	10533	16557
1.0	10533	11134
0.97	10533	16560
0.98	10533	15601
1.0	10533	18183
0.89	10533	16546
1.0	10533	15976
0.73	8258	10394
0.96	2634	3320
0.94	2634	2707
0.86	2634	8070
0.96	2634	3387
0.97	2634	10252
0.96	2634	448
0.99	2634	3047
0.72	2634	16429
0.92	2634	15383
0.97	2634	437
0.89	2634	2573
0.73	2634	16455
0.7	10043	11176
0.77	10788	3179
0.97	5485	4682
0.93	5485	6795
0.95	5485	5637
0.94	16304	16036
0.78	17331	8805
0.77	17331	8451
0.9	17331	7006
0.77	17331	18593
0.7	17331	21875
0.7	17331	11362
0.94	17331	10546
0.78	17331	5565
0.8	17331	12067
0.75	17331	16037
0.79	17331	4554
0.7	17331	11904
0.75	17331	11168
0.81	17331	20971
0.94	17331	18787
0.8	2879	2895
0.93	2879	22250
0.91	2879	10640
0.82	6383	23295
0.86	21991	23538
0.82	1087	357
0.74	5625	15658
0.71	5625	23729
0.77	5625	8250
0.97	5625	13104
0.75	5625	14743
0.81	5625	15245
0.7	5625	17832
0.98	5625	8430
0.92	5625	14018
0.75	5625	17420
0.74	5625	8420
0.82	5625	11872
0.99	5625	8165
0.99	7038	7823
0.88	16205	23780
0.75	22259	10217
0.99	22259	10987
0.71	22259	10810
0.8	4139	3750
0.74	4139	1105
0.73	4139	12017
0.72	4139	16432
0.93	4139	4309
0.96	4139	1741
0.75	4139	9392
0.96	13133	13076
0.71	10400	10723
0.87	10400	8803
0.87	10400	4809
0.72	10400	10286
0.72	10400	2319
0.82	10400	771
0.72	10400	2302
0.94	10400	13298
0.71	10400	3883
0.84	10400	11278
0.71	10400	4440
0.8	10400	5424
0.71	10400	2941
0.74	10400	2649
0.7	10400	2309
0.74	10400	4053
0.93	10400	13274
0.74	10400	2880
0.87	10400	18406
0.75	10400	10435
0.71	10400	3643
0.73	10400	10404
0.75	10400	15082
0.72	10400	2305
0.78	10400	11123
0.71	10400	10526
0.74	10400	11930
0.98	10400	2169
0.74	10400	10189
0.7	10400	10606
0.7	10400	9809
0.71	10400	10332
0.74	10400	8826
0.7	10400	4161
0.83	10400	21148
0.79	10400	7797
0.72	10400	10297
0.99	10400	21814
1.0	15085	15136
0.97	15085	22894
0.99	15085	22893
0.98	15085	22895
0.99	15085	14224
0.98	15085	15847
1.0	15085	10336
0.89	10299	11203
0.86	10299	17677
0.95	8472	4900
0.95	8472	500
0.92	8472	1131
0.95	8472	499
0.95	8472	2257
0.97	8472	5763
0.95	8472	18768
0.89	8472	3037
0.94	8472	18770
0.95	8472	4951
0.95	8472	10193
0.97	8472	2754
0.94	8472	1851
0.96	8472	477
0.7	11036	20901
0.72	11036	15224
0.78	11036	22157
0.71	11036	10721
0.7	11036	18593
0.72	11036	21875
0.7	11036	16374
0.8	11036	6146
0.81	11036	12681
0.71	11036	3604
0.75	11036	3805
0.75	11036	21580
0.77	11036	12135
0.71	11036	10386
0.74	11036	18873
0.72	11036	10832
0.74	4997	5392
0.83	4997	5410
0.85	11203	17677
0.87	10208	2939
0.83	13255	13303
0.93	18145	18150
0.94	18145	18144
0.75	18145	22846
0.83	18145	22826
0.95	23185	23186
0.98	23185	15676
0.98	23185	16673
0.96	23185	15681
0.97	23185	13748
0.98	23185	3380
0.98	23185	6249
0.8	3079	3001
0.91	3079	569
0.95	3079	590
0.82	3079	12356
0.94	3079	573
0.87	3079	11354
0.92	3079	2106
0.7	3079	6910
0.97	5168	3176
0.81	5168	3069
1.0	5168	22811
0.99	5168	8268
0.94	5168	14709
0.95	5168	3178
0.97	5168	3182
0.97	5168	8206
0.75	5168	753
0.78	5168	3185
0.96	5168	16229
0.91	5168	23778
0.96	5168	3181
0.95	5168	23222
0.88	7267	20698
0.96	258	265
0.78	258	8672
0.97	258	291
0.96	258	268
0.97	258	1604
0.92	258	272
0.71	14562	4102
0.73	14562	4278
0.99	14562	5204
0.75	14562	3713
1.0	14562	3971
0.91	12247	12255
0.97	17788	23018
0.98	10296	10306
0.89	22000	22230
0.83	20901	6146
0.73	20901	12681
0.72	20901	6301
0.78	19616	19399
0.73	19616	19225
0.85	21409	7227
0.89	4874	8791
0.98	2455	2402
0.98	2455	3129
0.98	2455	18246
0.95	2455	3368
0.93	2455	15538
0.98	2455	14876
0.94	2455	14880
0.98	2455	16828
0.95	2455	14850
0.96	2455	22923
0.95	2041	5199
0.97	12557	12384
0.97	12557	12553
0.97	12557	12406
0.98	12557	12539
0.87	17464	17124
0.82	17464	18687
0.76	17464	17116
0.74	21841	10707
0.95	5666	5665
0.94	5666	5591
0.73	5666	8690
0.81	220	578
0.99	220	239
0.88	220	20031
0.89	220	2253
1.0	220	472
0.97	220	2506
0.8	220	17351
0.94	220	223
0.77	220	2252
0.89	220	19377
0.86	22438	11652
0.89	22438	23190
0.88	22438	1937
0.78	22438	12364
0.88	22438	23467
0.85	22438	12348
0.89	22438	11739
0.85	22438	1939
0.84	22438	2655
0.82	22438	22950
0.84	22438	16283
0.93	13000	13062
0.95	13315	15123
0.7	13315	13208
0.97	13315	13477
0.7	13315	17406
0.76	1918	13579
0.7	1918	11455
0.7	1918	1389
0.89	22161	17966
0.77	993	17169
0.72	993	18685
0.72	993	14873
0.73	993	16818
0.72	993	14840
0.75	993	22890
0.74	993	16281
0.71	993	18688
0.75	993	15531
0.72	993	2831
0.71	1668	9670
0.99	6737	3998
0.97	6737	10106
0.97	6737	4086
0.72	5454	4485
0.78	5454	15224
0.76	5454	10116
0.78	5454	10721
0.97	5454	3731
0.75	5454	11843
0.87	5454	11865
0.72	5454	2618
0.76	5454	11774
0.92	5454	16374
0.71	5454	6210
0.71	5454	6171
0.76	5454	1191
0.86	5454	8443
0.71	5454	6322
0.72	5454	6048
0.77	5454	10386
0.7	5454	8406
0.78	5454	10832
0.72	5454	6312
0.7	6063	17060
0.71	6063	10698
1.0	8134	4789
0.98	8134	8157
1.0	8134	4819
1.0	8134	4795
1.0	8134	4771
0.84	11634	4029
0.86	3176	3069
0.97	3176	22811
0.96	3176	8268
0.96	3176	14709
0.97	3176	3178
0.99	3176	3182
0.98	3176	8206
0.81	3176	753
0.85	3176	3185
0.94	3176	16229
0.84	3176	23778
0.99	3176	3181
0.91	3176	23222
0.79	4992	9172
0.97	4992	4854
0.84	4992	6725
0.71	159	248
0.83	159	16430
0.79	159	11920
0.73	9665	17060
0.79	9665	5520
0.82	9665	2967
0.79	9665	2981
0.77	9665	5078
0.73	9665	2982
0.81	9665	23462
0.76	9665	21973
0.76	9665	1708
0.77	9665	1641
0.76	9665	20267
0.8	9665	2992
0.76	9665	19652
0.98	9665	1771
0.82	9665	3423
0.8	9665	19854
0.83	9665	7875
0.83	9665	5644
0.78	9665	9697
0.79	9665	18645
0.74	9665	6281
0.95	9665	1791
0.74	9665	10698
0.82	9665	3415
0.89	9665	9297
0.76	9665	1754
0.83	9665	5507
0.79	9665	21442
0.83	9665	355
0.74	9665	9691
0.99	9665	14733
0.72	9665	20396
0.8	9665	17186
0.85	9665	7957
0.76	9665	19729
0.94	7039	18457
0.95	7039	18453
0.93	7039	16836
1.0	7039	7047
0.89	3705	11639
0.82	3705	6476
0.96	3705	2391
0.92	3705	2392
0.99	3705	3838
0.93	3705	2407
0.98	3705	6484
0.99	3705	3646
0.94	6175	8818
0.99	16370	17309
0.84	8335	549
0.83	8335	3180
0.79	8335	9948
0.85	8335	10776
0.85	8335	1909
0.89	8335	9949
0.89	8335	9836
0.85	8335	23509
0.85	8335	12192
0.87	8335	14925
0.86	8335	856
0.75	7953	11896
0.74	7953	21506
0.77	7953	10449
0.76	7953	1080
0.76	7953	21590
0.7	7953	16330
0.99	7953	18628
1.0	7953	21127
0.75	7953	10425
0.96	7953	16399
0.99	7953	22149
0.99	7953	12019
0.77	7953	18753
0.77	7953	18604
0.74	7953	13576
0.76	7953	22125
0.77	7953	11062
0.76	7953	13496
0.97	23447	2910
0.97	23447	23446
0.98	16947	16132
0.7	19964	17231
0.89	19964	19669
0.88	19964	19731
0.94	19964	19295
0.9	19964	8804
0.96	7525	23302
0.99	7525	22801
0.98	7525	7720
0.97	10045	6676
0.94	10045	20467
0.98	10045	6381
0.76	10365	1063
0.74	10365	10476
0.99	10365	11863
0.83	10365	15229
0.75	10365	9445
0.74	10365	7448
0.87	10365	28
0.73	10365	10300
0.7	10365	12017
0.75	10365	10373
0.74	10365	23752
0.83	10365	10763
0.87	10365	23905
0.75	10365	15137
0.75	10365	10653
0.89	10365	10654
0.86	10365	15325
0.98	4789	8157
1.0	4789	4819
1.0	4789	4795
1.0	4789	4771
0.84	5526	10692
0.99	15695	15490
0.98	4815	3719
0.93	11152	20272
0.96	11152	11384
0.76	11144	1137
0.79	11144	11061
0.75	14392	19040
0.82	14392	14477
0.96	14392	14765
0.9	21735	21702
1.0	4102	4278
0.7	4102	5204
0.72	4102	3713
0.71	4102	3971
0.99	3414	245
0.86	3414	7574
0.97	3414	11401
0.99	3414	9990
0.99	3414	271
0.99	3414	279
0.98	18529	14628
0.7	18529	13292
1.0	162	186
0.99	5670	16084
0.98	5670	15845
1.0	5670	8286
0.99	5670	8314
0.98	18223	4656
0.99	16161	16578
1.0	16161	16582
1.0	16161	16155
0.77	13872	11194
0.78	13872	11234
0.86	13872	22911
0.83	13872	6743
1.0	98	137
0.99	98	554
0.97	98	3301
0.95	98	10124
1.0	98	94
0.99	98	158
0.72	4379	10295
0.71	4379	2248
0.79	4379	6009
0.7	4379	5964
0.73	4379	3456
0.78	4379	3683
0.8	4379	3917
0.76	4379	4126
0.8	14511	17224
0.91	11655	2101
0.9	11655	14912
0.99	8189	10943
0.78	18565	21093
0.83	2760	16186
0.84	2760	23776
0.84	2760	22773
0.84	2760	15282
0.84	2760	2849
0.83	2760	3055
0.88	2760	15308
0.84	2760	16185
0.84	2760	18773
0.83	2760	16181
0.82	2760	18772
0.91	3786	20848
0.75	22471	22591
0.79	22471	22729
0.75	19417	19339
0.93	14805	20164
0.82	14805	7021
0.71	7174	6006
0.74	7174	7232
0.93	21079	4632
0.8	21079	9425
0.75	21079	461
0.8	21079	9381
0.7	6371	8666
0.93	6371	7540
0.92	6371	8425
0.88	6371	13941
0.83	6371	7583
0.7	6371	5940
0.98	6371	6408
0.73	10434	10353
0.94	10434	10333
0.74	10434	4597
0.95	10434	11823
0.96	10434	10786
0.94	10434	5342
0.72	10434	18603
0.98	10434	10352
0.73	10434	5529
0.75	1038	1029
0.88	7034	9434
0.89	7034	8019
0.99	8797	22373
0.79	13103	12655
0.89	13103	22439
0.83	13103	13055
0.79	13103	13029
0.87	3001	569
0.84	3001	590
0.71	3001	12356
0.86	3001	573
0.82	3001	11354
0.84	3001	2106
0.7	10927	4227
0.9	10927	17861
0.91	10927	15871
0.76	10927	21140
0.71	2558	17060
0.7	2558	21973
0.72	2558	716
0.7	2558	12195
0.7	2558	12067
0.73	2558	15894
0.7	2558	6281
0.71	2558	10698
0.8	22073	2001
0.97	22073	15417
0.94	22073	4557
0.89	22073	3407
0.91	22073	14552
0.93	22073	14637
0.9	22073	2572
0.95	22073	4665
0.93	22073	18197
0.96	22073	22578
0.95	22073	11617
0.93	22073	14657
0.96	22073	5624
0.96	22073	4687
0.93	22073	18194
0.96	12304	4491
0.79	12304	4269
0.99	12304	12298
1.0	3596	4386
0.96	3596	5077
0.82	3596	17397
0.99	3596	21423
0.72	11165	8304
0.71	13711	15570
0.96	180	18240
0.76	180	2115
0.91	180	16848
0.87	180	18255
0.77	180	2091
1.0	180	2095
0.99	180	3046
0.96	180	21804
1.0	180	557
0.93	13962	14126
0.98	13962	2359
0.95	13962	9461
1.0	2547	2554
0.75	11439	11431
0.75	11439	11435
0.7	15572	4502
0.9	15572	744
0.82	3069	22811
0.87	3069	8268
0.86	3069	14709
0.85	3069	3178
0.87	3069	3182
0.91	3069	8206
0.74	3069	753
0.79	3069	3185
0.88	3069	16229
0.72	3069	23778
0.87	3069	3181
0.83	3069	23222
0.73	8041	21264
1.0	8041	6377
1.0	8041	6384
0.75	8041	10909
0.76	8041	10584
0.74	8041	11025
0.75	8041	11213
0.75	8041	10963
1.0	8041	9519
0.88	3399	20345
0.72	3399	3396
0.74	3399	13876
0.77	3399	20346
0.91	3399	14144
0.71	21905	13801
0.98	22110	11756
0.98	22110	11874
0.73	22110	10346
0.75	490	495
0.79	14735	22646
0.7	4714	4542
0.86	4714	7531
0.76	4714	11766
0.75	4714	6927
0.83	4714	6182
0.74	4714	9985
0.74	10723	8803
