Pairwise_Similarity	Query	Target
0.81	21705	21711
0.89	21705	21728
0.97	21705	21694
0.9	21705	21726
0.97	21705	11425
0.96	21705	21623
0.97	21705	21718
0.75	17922	3815
0.76	17922	16414
0.85	17922	8195
0.79	8409	7297
0.8	8409	7124
0.81	8409	20717
0.85	8409	7478
0.93	8409	7346
0.87	5798	5946
0.84	7396	6975
0.91	10153	11973
0.77	10153	10816
0.97	16902	8129
0.92	16902	23706
0.91	16902	16820
0.71	16902	16843
0.92	16902	16826
0.9	16902	16814
0.76	16902	16850
0.7	16902	16970
0.92	16902	16849
0.76	15956	6932
0.75	15956	16450
0.77	2201	15862
0.8	2201	13534
0.87	2201	3048
0.74	2201	18599
0.98	2201	2177
0.79	2201	3934
0.93	2201	3162
0.96	2201	2180
0.98	3644	3816
0.97	3644	3625
0.95	3644	6504
0.96	3644	21070
0.86	3644	22970
0.7	3644	11197
0.94	19306	17831
0.87	19306	225
0.86	19306	20219
0.99	19306	19401
0.85	19306	220
0.7	19306	578
0.86	19306	239
0.92	19306	20031
0.77	19306	2253
0.86	19306	472
0.88	19306	2506
0.78	19306	17351
0.81	19306	223
0.96	19306	19377
0.98	15130	22535
0.97	15130	23206
0.97	15130	498
0.97	15130	8472
0.97	15130	4900
0.97	15130	500
0.93	15130	1131
0.97	15130	499
0.97	15130	2257
1.0	15130	5763
0.97	15130	18768
0.9	15130	3037
0.96	15130	18770
0.98	15130	4951
0.97	15130	10193
0.99	15130	2754
0.96	15130	1851
0.99	15130	477
0.95	15477	3570
0.91	15477	3493
0.98	15477	10037
0.92	15477	8048
0.95	15477	8061
0.97	15477	7997
0.97	15477	23112
0.82	15452	5136
0.97	21365	15484
0.97	21365	19008
0.95	21365	725
0.97	21365	15700
0.95	21365	16694
0.99	21365	17042
0.94	21365	14788
0.99	21365	16699
0.97	21365	19014
0.96	21365	14792
0.94	18965	14551
0.76	20817	7028
0.94	20817	1671
0.78	20817	5404
0.73	20817	1873
0.76	20817	16786
0.71	20817	7436
0.83	20817	5536
0.73	20817	20828
0.83	20817	8691
0.79	20817	14943
0.84	20817	8620
0.84	20817	5020
0.79	20817	5623
0.78	20817	4764
0.74	20817	20826
0.79	20817	5897
0.76	20817	23580
0.79	20817	4459
0.73	20817	20829
0.75	20817	15804
0.74	20817	8280
0.78	20817	14578
0.83	20817	14476
0.83	20817	9457
0.72	20817	11740
0.71	13831	13827
0.75	13831	13840
0.72	5801	1958
0.74	5801	58
0.72	5801	3640
0.71	5801	3484
0.71	5801	8455
0.93	23724	15503
0.7	23724	22093
0.82	23724	15502
0.75	23724	17128
0.93	23702	15278
0.9	23702	15443
0.91	23702	17328
0.88	23702	17606
0.97	23702	18665
0.93	23702	17101
0.8	23702	23201
0.92	23702	15316
0.89	369	188
0.93	369	356
0.87	369	11647
0.9	369	2946
0.96	18379	23743
0.88	18379	18401
0.98	12857	12470
0.73	23153	18062
0.71	23153	18045
0.89	8858	19832
0.86	8858	6287
0.96	8858	7407
0.86	8858	7361
0.94	8858	155
1.0	19133	19115
0.71	19133	19073
0.98	19133	19198
0.72	19133	19092
0.99	19133	6021
0.94	2931	2924
0.83	2931	3353
0.73	22692	1727
0.7	17775	18414
0.72	17775	18012
0.99	2657	3309
0.97	13893	12358
0.95	16616	22318
0.76	16616	17269
0.9	16616	10627
0.84	16616	16333
0.87	16616	72
0.9	16616	2014
0.7	16616	9447
0.93	16616	12007
0.71	16616	20440
0.7	16616	5196
0.99	6945	6931
0.74	6945	1823
0.75	6945	16744
0.97	6945	12079
0.74	6945	11966
0.99	6945	5938
0.98	6945	11779
0.7	6945	1874
0.98	6945	6979
0.98	6945	12114
0.86	6945	8488
0.99	6945	17729
0.84	6945	23456
0.98	6945	11020
0.99	6945	17899
0.74	6945	1507
0.73	6945	9646
0.89	6945	10563
0.72	6945	1763
0.84	6945	14523
0.71	6945	7939
0.72	6945	5821
0.87	6945	21126
0.73	6945	23151
0.87	6945	13781
0.99	6945	11039
0.74	6945	1605
0.95	6945	21432
0.77	6945	8920
0.85	6945	12045
0.89	6945	11963
0.98	6945	21581
0.89	6945	11701
0.99	6945	21486
0.99	6199	22235
0.98	6199	7662
0.72	6199	22173
0.99	6199	9433
0.93	3233	3225
1.0	14778	11629
1.0	2535	2516
0.99	2535	2544
1.0	2535	2514
0.88	22585	18220
0.84	22585	18221
0.94	22585	23261
0.82	22585	15426
0.73	11212	11235
0.95	12302	10981
0.99	12302	12305
0.98	12302	12320
0.78	985	1082
0.86	19621	19283
0.7	19621	20039
0.84	21781	4298
0.92	1203	1047
0.99	706	1034
0.99	706	696
0.94	706	11
0.92	706	1995
0.99	706	678
0.72	9574	1365
0.97	12112	11142
0.95	12112	11108
0.9	12112	21717
0.83	18982	14751
0.86	18982	14607
0.79	18982	14690
0.97	1566	5718
0.93	1566	2653
0.95	9341	9450
0.99	9341	9343
0.98	6987	6981
0.9	6987	21038
0.99	6987	5033
0.91	15086	17757
0.9	6102	21698
0.98	584	273
0.98	584	478
0.95	584	23116
0.99	584	10150
0.96	584	15459
0.99	584	2934
0.99	584	9136
0.94	584	440
0.96	17125	18211
0.82	17125	20825
0.88	18228	18691
0.77	22158	13320
0.97	18029	18388
0.96	18029	16150
0.98	18029	16808
0.7	18029	15982
0.9	18029	16812
0.7	18029	16073
0.71	18029	17703
0.72	18029	15981
0.95	4626	16069
0.98	4626	18448
0.97	4626	4580
0.97	4626	4735
0.96	4626	18648
0.97	4626	8127
0.98	4626	4539
0.98	4626	16825
0.93	5096	4792
0.96	5096	4963
0.71	5068	4143
0.89	15044	7774
0.73	15044	5312
0.88	20253	19070
0.84	6086	6060
0.92	16489	16479
0.93	16489	16506
0.99	14356	1261
0.96	14356	14683
1.0	23768	16562
0.73	23768	10639
0.92	15687	18216
0.94	15687	3080
0.96	15687	13126
0.96	15687	13850
0.91	15687	18412
0.96	15687	14136
0.95	15687	17527
0.96	15687	17299
0.95	15687	13851
0.95	15687	17302
0.94	15687	16262
0.92	15687	14702
0.96	15687	3082
0.91	15687	16792
0.94	15687	2030
0.91	15687	14782
0.73	18404	18028
0.78	18404	18006
0.7	18798	10400
0.7	18798	10723
0.7	18798	10435
0.7	18798	10926
0.71	18798	10526
0.7	18798	11930
0.71	18798	10332
0.7	18798	21814
0.95	6538	18808
0.76	6538	21037
0.99	6538	7224
0.93	6538	3994
0.99	6538	6611
0.94	6538	2399
0.97	6538	2400
0.98	6538	3844
1.0	6538	6555
0.97	6538	4008
0.84	6538	21034
0.95	10822	10033
0.94	10822	6173
0.88	10822	8655
0.97	10822	6749
0.97	10822	8929
0.89	10822	23022
0.99	10822	4458
0.96	10822	15211
0.97	10822	5451
0.96	10822	5597
0.97	10822	15564
0.96	10822	20745
0.98	10822	8608
0.96	10822	5560
0.75	21733	21722
0.75	21733	21712
0.7	21733	17551
0.95	544	2687
0.92	544	790
0.96	544	548
0.86	544	773
0.92	544	23600
0.76	11334	22068
0.96	13046	13057
0.82	5739	3341
0.97	21690	21713
0.8	4581	16398
0.71	4581	11057
0.88	4581	2603
0.87	3941	11590
0.83	3941	20990
0.84	3941	10083
0.89	3941	3670
0.95	4810	4945
0.75	12990	12404
0.99	10635	14579
0.84	27	30
0.77	27	49
0.99	294	326
0.98	294	5581
1.0	294	9442
0.94	294	4498
0.99	294	236
0.99	294	270
0.99	294	3172
1.0	294	304
0.82	19610	9359
0.86	19610	1916
0.93	19610	19404
0.92	16347	7174
0.99	13160	11645
1.0	13160	6680
0.97	13160	7449
1.0	13160	3915
1.0	13160	6689
0.8	13160	4469
1.0	13160	3895
1.0	13160	4044
0.74	22671	22770
0.75	6931	1823
0.76	6931	16744
0.97	6931	12079
0.7	6931	15154
0.75	6931	11966
0.98	6931	5938
0.97	6931	11779
0.71	6931	1874
0.97	6931	6979
0.99	6931	12114
0.85	6931	8488
0.99	6931	17729
0.86	6931	23456
0.98	6931	11020
0.99	6931	17899
0.75	6931	1507
0.74	6931	9646
0.9	6931	10563
0.73	6931	1763
0.85	6931	14523
0.72	6931	7939
0.73	6931	5821
0.87	6931	21126
0.74	6931	23151
0.88	6931	13781
0.98	6931	11039
0.75	6931	1605
0.94	6931	21432
0.78	6931	8920
0.86	6931	12045
0.9	6931	11963
0.96	6931	21581
0.89	6931	11701
0.98	6931	21486
0.74	15576	14769
0.82	15576	2006
0.92	15576	17808
0.97	4739	16937
0.99	4739	4760
0.89	4739	4738
0.97	4739	7588
0.78	4700	22379
0.74	4700	8740
0.99	4700	4643
0.72	4700	5336
0.9	4700	4845
0.91	4700	4710
0.71	4700	8744
0.95	11409	12312
0.97	11409	12317
0.92	11409	22061
0.94	11409	21688
0.82	6520	4601
0.95	6520	4284
0.92	6520	14843
0.86	6520	14810
0.81	20555	20947
0.82	19903	689
0.95	19903	17827
0.7	19903	17138
0.89	19903	1319
0.93	23372	7139
1.0	5401	7481
0.98	5401	4409
0.7	3454	9702
0.81	3454	10496
0.71	3454	10480
0.83	3454	5225
0.8	3454	17194
0.71	3454	9825
0.72	3454	10400
1.0	3454	10286
0.98	3454	2319
0.99	3454	2302
1.0	3454	2309
0.81	3454	5564
0.71	3454	4072
0.99	3454	10404
0.99	3454	2305
0.82	3454	18184
0.71	3454	2169
0.78	3454	14611
0.8	3454	14354
1.0	3454	10297
0.71	3454	21814
0.95	16639	10417
0.98	16639	9891
0.7	16639	13315
0.95	16639	11164
0.77	16639	6558
0.93	16639	13208
0.94	16639	15560
0.74	16639	3279
0.71	16639	13477
0.94	16639	9632
0.91	16639	17406
0.93	20401	20405
0.97	20401	20393
0.94	20401	20406
0.97	20401	20404
0.79	2274	12116
0.79	2274	9713
0.85	8359	4039
0.71	9718	1234
0.73	3633	4638
0.98	10033	6173
0.73	10033	8655
0.97	10033	6749
0.99	10033	8929
0.74	10033	23022
0.98	10033	4458
0.96	10033	15211
0.93	10033	5451
0.97	10033	5597
0.94	10033	15564
0.99	10033	20745
0.95	10033	8608
0.99	10033	5560
0.95	9824	4402
0.89	9824	18801
0.98	9824	2293
0.95	9824	2273
0.96	9824	7456
0.96	9824	10214
0.98	9824	2182
0.96	9824	2317
0.91	9824	7822
0.74	7059	6438
0.87	7059	7623
0.85	7059	5661
0.82	7059	16730
0.85	7059	8273
0.85	7059	1650
0.74	23511	22243
0.72	21746	11430
0.83	14612	2413
0.96	14612	913
0.9	14612	2872
0.87	14612	18684
0.94	14612	11501
0.77	14612	576
0.73	14612	11697
0.94	14612	20307
0.97	14612	14149
0.93	14612	14786
0.9	14612	20308
0.89	14612	15062
0.73	14612	450
0.7	14612	577
0.8	14612	862
0.93	14612	22064
0.7	7114	10561
0.7	7114	16330
0.7	7114	1233
0.86	7114	1012
0.7	7114	11478
0.7	7114	15108
0.91	20073	19213
0.91	20073	19256
0.92	20073	19655
0.87	1827	14695
0.98	18270	22928
0.99	18270	740
0.99	18270	14893
0.97	18270	2533
0.99	18270	14883
1.0	18270	22930
1.0	18270	18825
0.7	3850	7349
0.96	5778	3645
0.99	5778	3532
1.0	5778	6444
0.96	5778	18205
1.0	5778	7070
0.9	5778	11589
0.87	5778	15735
0.87	5778	15863
0.97	5778	7071
0.78	14490	14567
0.78	22808	1299
0.77	13914	7373
0.74	19832	171
0.94	19832	6287
0.92	19832	7407
0.81	19832	7361
0.83	19832	155
0.98	1977	20758
0.71	15878	5114
0.96	21078	9700
0.82	21078	10676
0.77	21078	16636
0.73	21078	17342
0.72	21078	22124
0.7	21078	5454
0.79	21078	4485
0.76	21078	15224
0.82	21078	10116
0.74	21078	10721
0.7	21078	3731
0.81	21078	11843
0.73	21078	11774
0.71	21078	16374
0.7	21078	14743
0.78	21078	15245
0.84	21078	23000
0.74	21078	10386
0.82	21078	11872
0.91	21078	8406
0.75	21078	10832
0.9	21078	8408
0.94	19181	19117
0.7	19181	5914
1.0	7485	7076
0.99	7485	8853
0.99	7485	3839
1.0	7485	7492
0.82	8811	5476
0.99	6663	7447
0.73	13139	13135
0.96	13139	13093
0.79	13139	13004
0.99	4371	20525
0.92	4371	13610
0.96	4371	6262
0.89	4371	5400
0.97	4371	6759
0.91	4371	13498
0.88	4371	9516
0.98	2028	3089
0.98	2028	14826
0.97	2028	14847
0.98	2028	17170
0.95	2028	22949
0.93	2028	17171
0.98	2028	14842
0.97	2028	18679
0.98	2028	14841
0.98	2028	3105
0.98	2028	14844
0.97	2028	14862
0.98	2028	16280
0.98	2028	673
0.98	2028	3090
0.95	2028	9336
0.97	2028	674
0.98	2028	23526
0.97	2028	3099
0.98	8122	6029
0.97	8122	4259
0.98	8122	7718
0.96	13125	18575
0.93	13125	13108
1.0	18383	4254
1.0	18383	13779
1.0	18383	4917
0.82	18038	16119
0.8	15027	23061
0.74	15027	23345
0.83	15027	11450
0.75	15027	13941
0.76	15027	5940
0.85	2965	1742
0.82	2965	2921
0.73	2965	4379
0.8	2965	10295
0.83	2965	2248
0.88	2965	6009
0.73	2965	5964
0.71	2965	13225
0.74	2965	20633
0.75	2965	2926
0.77	2965	3456
0.88	2965	3683
0.85	2965	3917
0.74	2965	14424
0.88	2965	4126
0.9	1129	2386
0.98	1129	1152
0.78	4620	4194
0.89	5461	5501
0.87	5461	6840
0.89	5461	5379
0.73	5461	16738
0.7	5461	9789
0.82	5461	5155
0.72	5461	4705
0.89	5461	20595
0.7	5461	709
0.74	5461	2367
0.7	5461	2307
0.76	10262	4540
0.86	10262	22157
0.72	10262	12157
0.77	10262	6896
0.9	10262	21580
0.88	10262	12135
0.84	10262	18873
0.96	8238	2440
0.75	15080	22881
0.71	690	777
0.7	690	399
0.71	690	529
0.7	690	407
0.76	1360	23951
0.78	1360	1290
0.72	22908	2766
0.85	22908	13872
0.72	22908	11194
0.75	22908	6670
0.75	22908	11234
0.98	22908	22911
0.94	22908	6743
0.93	2113	2843
0.83	7089	20644
0.71	7089	7320
0.73	7089	6889
0.73	7089	6755
0.73	14097	8410
0.84	14097	14
0.97	14097	13803
0.97	14097	23624
0.73	14097	2258
0.86	14097	3441
0.96	14097	2740
0.98	14097	3060
0.97	14097	16916
0.8	14097	177
0.77	14097	3350
0.86	14097	14827
0.87	14097	26
0.96	3472	7033
0.96	3472	21172
0.98	3472	3473
0.98	3472	307
0.91	19664	19311
0.73	4484	3615
0.82	18230	17304
0.86	18230	15458
0.93	18230	18148
0.97	18230	18149
0.78	22318	17269
0.73	22318	17342
0.96	22318	10627
0.72	22318	15224
0.72	22318	10721
0.87	22318	16333
0.84	22318	72
0.73	22318	11774
0.7	22318	15183
0.94	22318	2014
0.72	22318	9447
0.71	22318	10386
0.98	22318	12007
0.72	22318	20440
0.7	22318	17199
0.71	22318	5196
0.71	22318	10832
0.71	17337	13333
0.72	17337	13335
0.73	17337	10398
0.71	8851	1744
0.92	8851	19170
0.96	8385	7086
0.99	8385	7257
0.95	8385	7368
0.96	8385	8902
0.93	8385	7214
0.97	8385	7548
0.88	23493	20466
0.89	23493	22522
0.88	23493	7494
0.89	23493	7345
0.86	23493	20506
0.99	10982	22139
0.99	10982	20024
0.98	10982	10561
0.98	10982	16330
0.98	10982	1233
0.98	10982	11478
0.98	10982	15108
0.91	9936	576
0.99	9936	583
0.97	9936	254
0.96	9936	17040
0.95	9936	577
0.97	9936	2439
0.97	7332	7273
0.94	10992	13461
1.0	10992	8665
0.96	10992	15256
1.0	10992	10534
0.77	10992	11896
0.72	10992	21506
0.82	10992	10449
0.76	10992	1080
0.99	10992	11079
0.79	10992	21590
0.99	10992	7737
0.73	10992	10425
0.99	10992	8562
1.0	10992	11910
0.79	10992	18753
0.81	10992	18604
0.73	10992	13576
0.81	10992	22125
0.82	10992	11062
0.72	10992	13496
0.97	18216	3080
0.96	18216	13126
0.97	18216	13850
1.0	18216	18412
0.83	18216	14136
0.95	18216	17527
0.97	18216	17299
0.98	18216	13851
0.98	18216	17302
0.97	18216	16262
0.99	18216	14702
0.97	18216	3082
1.0	18216	16792
0.98	18216	2030
0.7	18216	18402
1.0	18216	14782
0.71	18216	14572
0.71	18216	16773
0.72	17659	10577
0.77	12311	18454
0.91	23547	22112
1.0	7151	16078
0.71	7151	5441
0.99	7151	4041
0.99	7151	21054
0.71	7151	7362
1.0	7151	3958
0.71	7151	21106
0.99	2541	2090
0.99	2541	3095
0.97	2541	444
0.97	2541	487
0.95	2541	8464
0.97	2541	452
0.97	2541	3619
0.99	2541	2830
1.0	2541	2542
0.91	2541	4054
0.8	6862	9702
0.71	6862	10496
0.7	6862	10740
0.83	6862	10480
0.72	6862	10869
0.7	6862	5225
0.71	6862	17194
0.7	6862	1473
0.83	6862	9825
0.73	6862	4832
0.84	6862	10400
0.71	6862	10723
0.95	6862	8803
0.71	6862	23393
0.93	6862	4809
0.92	6862	771
0.79	6862	13298
0.73	6862	3883
0.91	6862	11278
0.73	6862	4440
0.7	6862	1686
0.92	6862	5424
0.72	6862	2941
0.75	6862	4053
0.77	6862	13274
0.71	6862	5564
0.92	6862	18406
0.72	6862	3643
0.7	6862	1491
0.75	6862	15082
0.7	6862	16682
0.72	6862	18184
0.72	6862	10812
0.83	6862	2169
0.7	6862	14611
0.7	6862	20709
0.76	6862	8826
0.7	6862	10224
0.72	6862	4161
0.97	6862	21148
0.86	6862	7797
0.84	6862	21814
0.97	16937	4760
0.81	16937	4738
0.98	16937	7588
0.98	14707	18529
1.0	14707	14628
0.71	14707	13292
0.99	18233	15494
0.92	16672	10622
0.96	16672	11007
0.96	16672	4839
0.96	16672	5584
0.96	16717	13400
0.98	16564	17465
0.96	16564	13846
0.82	16564	20767
0.75	16564	12938
0.97	16564	23875
0.89	16564	20771
0.92	16564	11345
0.94	16564	16093
0.91	16564	6373
0.89	9849	3015
0.83	505	198
0.8	8786	11277
0.91	8786	10376
